iter	RMSE
257	3.170752288
258	3.163693219
259	3.153498863
260	3.150084039
261	3.146292848
262	3.139632301
263	3.130468129
264	3.124294603
265	3.123599433
266	3.11579275
267	3.106335387
268	3.105518916
269	3.093675983
270	3.084406926
271	3.077091588
272	3.068926162
273	3.056455765
274	3.049465256
275	3.04253625
276	3.034613066
277	3.021651338
278	3.012286076
279	3.011386491
280	3.000748986
281	2.989773144
282	2.989127885
283	2.980467165
284	2.978868685
285	2.978128807
286	2.969744313
287	2.969204238
288	2.965520692
289	2.961043226
290	2.952961893
291	2.942925669
292	2.935987058
293	2.935326965
294	2.929249398
295	2.924649469
296	2.914633508
297	2.913473557
298	2.907324494
299	2.897591995
300	2.895012039
301	2.894527549
302	2.889736667
303	2.881833171
304	2.876747865
305	2.870262834
306	2.869738738
307	2.863972829
308	2.863512766
309	2.861673063
310	2.854765185
311	2.848012047
312	2.841743169
313	2.836315075
314	2.832307205
315	2.827641217
316	2.820765485
317	2.815222325
318	2.810609431
319	2.803295695
320	2.795739509
321	2.789289951
322	2.788384941
323	2.783191796
324	2.778298918
325	2.773314133
326	2.768712494
327	2.761512004
328	2.755860737
329	2.749998968
330	2.745788039
331	2.742166596
332	2.738084421
333	2.729312935
334	2.728870194
335	2.728249164
336	2.720194248
337	2.71574887
338	2.715187884
339	2.707380145
340	2.706969476
341	2.705659902
342	2.702072259
343	2.694529461
344	2.6908429
345	2.687485841
346	2.687100694
347	2.678687416
348	2.673635884
349	2.6649534
350	2.664446927
351	2.656329115
352	2.655911808
353	2.648518676
354	2.642225152
355	2.63784657
356	2.637423022
357	2.636960554
358	2.630555306
359	2.62414427
360	2.617684414
361	2.613469018
362	2.606083739
363	2.600005564
364	2.594402002
365	2.591049602
366	2.583700518
367	2.579521376
368	2.574428646
369	2.573922193
370	2.573548089
371	2.569074575
372	2.565540551
373	2.5622149
374	2.559350901
375	2.55265282
376	2.552278383
377	2.550160023
378	2.545828636
379	2.538716536
380	2.535117429
381	2.532174104
382	2.527472717
383	2.524029777
384	2.521574552
385	2.521271798
386	2.518089969
387	2.51097849
388	2.506810684
389	2.50337482
390	2.496569875
391	2.491933214
392	2.487120031
393	2.483292611
394	2.480439988
395	2.470829386
396	2.465649651
397	2.464039065
398	2.462124915
399	2.453830305
400	2.449541973
401	2.449254543
402	2.443319464
403	2.442703008
404	2.439585247
405	2.437188177
406	2.433921073
407	2.433562811
408	2.429171207
409	2.426927227
410	2.426669186
411	2.426410447
412	2.42166943
413	2.417017163
414	2.412911236
415	2.412560387
416	2.411086934
417	2.409485843
418	2.405386041
419	2.402010731
420	2.396181588
421	2.39595505
422	2.389939342
423	2.384027702
424	2.381170767
425	2.376392454
426	2.37490755
427	2.372538319
428	2.369221244
429	2.365612484
430	2.360847589
431	2.355196321
432	2.352847077
433	2.347132983
434	2.34037646
435	2.337622107
436	2.331901166
437	2.328690529
438	2.323158327
439	2.320408894
440	2.318316317
441	2.315796884
442	2.311157204
443	2.308120573
444	2.304986051
445	2.297148215
446	2.292538095
447	2.289505707
448	2.28920149
449	2.284423901
450	2.28118638
451	2.276575948
452	2.271621187
453	2.271387138
454	2.268932323
455	2.266539088
456	2.266216168
457	2.261471988
458	2.259973913
459	2.257432836
460	2.257189374
461	2.25440595
462	2.25173687
463	2.251508287
464	2.249300686
465	2.247353276
466	2.242129239
467	2.236816953
468	2.233046174
469	2.232749584
470	2.2304228
471	2.229995989
472	2.224621183
473	2.221115224
474	2.218471174
475	2.215203559
476	2.21106942
477	2.208064043
478	2.207638945
479	2.20117285
480	2.198760492
481	2.194810869
482	2.192937942
483	2.188862711
484	2.185287093
485	2.185090319
486	2.181370344
487	2.1759163
488	2.175716889
489	2.175469232
490	2.175009424
491	2.169277399
492	2.168472211
493	2.165224841
494	2.158620223
495	2.154805454
496	2.15358462
497	2.151235438
498	2.149111285
499	2.146314595
500	2.139100084
501	2.136998913
502	2.135637363
503	2.131813225
504	2.127221584
505	2.126488818
506	2.123135295
507	2.118592864
508	2.116361427
509	2.114647112
510	2.114221755
511	2.110158594
512	2.107449702
513	2.103300445
514	2.100751702
515	2.097646875
516	2.097423717
517	2.097260048
518	2.095655714
519	2.095485737
520	2.093340156
521	2.08780241
522	2.087223743
523	2.084636214
524	2.08108181
525	2.078854531
526	2.074652413
527	2.073551853
528	2.071826861
529	2.066010301
530	2.061611356
531	2.059689696
532	2.057204
533	2.05194771
534	2.048025051
535	2.047690307
536	2.043332995
537	2.043171427
538	2.041617159
539	2.039031902
540	2.035251515
541	2.033887391
542	2.031397125
543	2.0312395
544	2.027503927
545	2.024839259
546	2.022158584
547	2.019709035
548	2.017891779
549	2.015714022
550	2.015403798
551	2.012133236
552	2.010372197
553	2.008381966
554	2.008241126
555	2.008071503
556	2.006121361
557	2.001802517
558	1.99974404
559	1.997406143
560	1.994486614
561	1.992685579
562	1.991337186
563	1.989918888
564	1.988307995
565	1.988164405
566	1.98418563
567	1.984049979
568	1.98125815
569	1.977801022
570	1.977663403
571	1.976280006
572	1.973667262
573	1.971318147
574	1.967849351
575	1.964302365
576	1.962403156
577	1.960448291
578	1.958311783
579	1.957932472
580	1.957803183
581	1.954976606
582	1.951239768
583	1.949815147
584	1.946162326
585	1.944867531
586	1.943137017
587	1.941343171
588	1.938077733
589	1.935785064
590	1.931591331
591	1.929979411
592	1.929860062
593	1.929731708
594	1.926771587
595	1.925450156
596	1.922763018
597	1.921693962
598	1.920131007
599	1.916970266
600	1.916846605
601	1.914112698
602	1.912244335
603	1.909943471
604	1.907524388
605	1.906435287
606	1.906301868
607	1.903310973
608	1.901519043
609	1.898986632
610	1.896865824
611	1.892352853
612	1.890032329
613	1.885516671
614	1.882527308
615	1.880791976
616	1.879291153
617	1.877997803
618	1.877881589
619	1.874536016
620	1.872957811
621	1.869391867
622	1.866767383
623	1.863779057
624	1.861861949
625	1.859439243
626	1.858281743
627	1.856938215
628	1.854582968
629	1.850839609
630	1.848623652
631	1.845961701
632	1.843057477
633	1.841657012
634	1.841544284
635	1.839128972
636	1.834542771
637	1.831662784
638	1.83005134
639	1.828012701
640	1.826079887
641	1.824270104
642	1.823190828
643	1.819956388
644	1.81725245
645	1.817103729
646	1.815863719
647	1.814291308
648	1.811086526
649	1.81098067
650	1.807685773
651	1.805030955
652	1.804901331
653	1.803778563
654	1.800467984
655	1.798111581
656	1.79316322
657	1.793061627
658	1.790471113
659	1.787292095
660	1.785271866
661	1.785156987
662	1.781769035
663	1.780767254
664	1.779064289
665	1.778967882
666	1.778879462
667	1.777394037
668	1.773091898
669	1.770857548
670	1.769517275
671	1.769399751
672	1.767299236
673	1.765024677
674	1.762520394
675	1.762396399
676	1.760507991
677	1.758846355
678	1.756760429
679	1.755562392
680	1.753035351
681	1.751379232
682	1.747900125
683	1.745014699
684	1.743294699
685	1.740322907
686	1.740197062
687	1.739756247
688	1.739112283
689	1.739025371
690	1.736115927
691	1.735999883
692	1.73489855
693	1.731645753
694	1.729750134
695	1.725845731
696	1.725761941
697	1.724268858
698	1.722581111
699	1.720272594
700	1.717316195
701	1.714565485
702	1.712625776
703	1.708956799
704	1.707041189
705	1.705232827
706	1.703667097
707	1.70345632
708	1.702360969
709	1.697285329
710	1.696160494
711	1.695837349
712	1.69551543
713	1.692315903
714	1.691278014
715	1.689892733
716	1.687982825
717	1.685420213
718	1.683391752
719	1.682569026
720	1.682486307
721	1.681243458
722	1.678906645
723	1.677608286
724	1.67753064
725	1.675570839
726	1.673530838
727	1.672431063
728	1.671066608
729	1.669375741
730	1.66539609
731	1.66333641
732	1.661500799
733	1.659542222
734	1.6572184
735	1.656066352
736	1.655952363
737	1.653453767
738	1.652026104
739	1.651949088
740	1.64876226
741	1.64525057
742	1.643539732
743	1.642719386
744	1.639300624
745	1.639187231
746	1.638381455
747	1.638285048
748	1.636489735
749	1.635559059
750	1.634645185
751	1.634073115
752	1.631366142
753	1.626645519
754	1.625511993
755	1.623801963
756	1.622467745
757	1.619606107
758	1.61743935
759	1.615864693
760	1.615011511
761	1.613489371
762	1.611547856
763	1.609724552
764	1.60736699
765	1.605853505
766	1.604120647
767	1.601674868
768	1.599891634
769	1.598567951
770	1.594697415
771	1.593902447
772	1.591013544
773	1.587816325
774	1.586864675
775	1.585492133
776	1.584206723
777	1.582287326
778	1.580645522
779	1.579666839
780	1.578002667
781	1.574428086
782	1.57174608
783	1.570805223
784	1.569520576
785	1.566220001
786	1.565466587
787	1.565237803
788	1.564646355
789	1.562771342
790	1.56126126
791	1.558482777
792	1.558299205
793	1.557053942
794	1.556998907
795	1.55609626
796	1.554763093
797	1.554697747
798	1.553517378
799	1.551816735
800	1.550407901
801	1.549876538
802	1.548949557
803	1.545270907
804	1.543677664
805	1.542575847
806	1.541527826
807	1.539628844
808	1.538067511
809	1.536746214
810	1.536678664
811	1.534981117
812	1.534932444
813	1.53249611
814	1.531287329
815	1.529711638
816	1.527253579
817	1.525923138
818	1.521453966
819	1.520223233
820	1.519104234
821	1.518378107
822	1.518212133
823	1.517106171
824	1.515423676
825	1.51289752
826	1.512420236
827	1.510259416
828	1.508339953
829	1.506990282
830	1.505709592
831	1.504075337
832	1.502931356
833	1.5006214
834	1.500080506
835	1.499137507
836	1.499055407
837	1.498969216
838	1.497432152
839	1.494915757
840	1.491567821
841	1.491492342
842	1.489918984
843	1.488681554
844	1.487753194
845	1.486169239
846	1.483841732
847	1.48263614
848	1.481702232
849	1.479127067
850	1.478236434
851	1.476676316
852	1.476631763
853	1.475502287
854	1.473942042
855	1.472657848
856	1.471826035
857	1.470810946
858	1.470174111
859	1.470006003
860	1.467716216
861	1.466654538
862	1.466563109
863	1.465482466
864	1.463625769
865	1.463553399
866	1.461788916
867	1.459929431
868	1.458045362
869	1.45708358
870	1.455568092
871	1.45479781
872	1.453950755
873	1.452776749
874	1.452731415
875	1.450662447
876	1.447803093
877	1.447145108
878	1.447079324
879	1.445491542
880	1.445401267
881	1.443850586
882	1.443799498
883	1.442058322
884	1.441220036
885	1.441136805
886	1.440088528
887	1.439404185
888	1.438307307
889	1.4376799
890	1.436841635
891	1.435620448
892	1.434195189
893	1.434085904
894	1.432413301
895	1.429022435
896	1.427050541
897	1.425409363
898	1.424313695
899	1.422849666
900	1.420880414
901	1.420050273
902	1.419157663
903	1.417813437
904	1.417556536
905	1.417342495
906	1.416649551
907	1.414581028
908	1.413392561
909	1.412088845
910	1.412036864
911	1.410366633
912	1.409324312
913	1.409256206
914	1.406672135
915	1.405970029
916	1.404384847
917	1.403649221
918	1.402433516
919	1.40164853
920	1.399856484
921	1.398827558
922	1.398774491
923	1.396543398
924	1.395054888
925	1.395008178
926	1.392283161
927	1.391567617
928	1.390470403
929	1.388637697
930	1.388566052
931	1.386413475
932	1.385336563
933	1.383448505
934	1.383366845
935	1.382350307
936	1.38033337
937	1.379874988
938	1.379823008
939	1.377274369
940	1.376717889
941	1.37521307
942	1.37513289
943	1.372797813
944	1.372531902
945	1.369998794
946	1.369431439
947	1.368640368
948	1.367278193
949	1.366491404
950	1.365479877
951	1.364373388
952	1.363048754
953	1.36160164
954	1.361524646
955	1.361479007
956	1.3605269
957	1.359857173
958	1.35907896
959	1.359030901
960	1.357844154
961	1.356425525
962	1.355332666
963	1.352489
964	1.350819983
965	1.350748133
966	1.349157483
967	1.347910455
968	1.346995492
969	1.346658449
970	1.34527684
971	1.345208659
972	1.343700184
973	1.342176311
974	1.341204596
975	1.339604805
976	1.338712993
977	1.338269343
978	1.336751287
979	1.335638507
980	1.334051349
981	1.334006167
982	1.332301058
983	1.331669384
984	1.331626759
985	1.330839545
986	1.329874639
987	1.328867304
988	1.326954741
989	1.326908965
990	1.326864245
991	1.325314476
992	1.325246954
993	1.324483423
994	1.324417675
995	1.322895976
996	1.322848992
997	1.322297434
998	1.320102189
999	1.318949952
